filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
contracts/batch_04/obfuscated/batch04_contract_001_obf.sol,batch04_contract_001_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818760.1757612,2.229046106338501,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_002_obf.sol,batch04_contract_002_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818719.5040922,2.241464376449585,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_003_obf.sol,batch04_contract_003_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818667.220065,2.3511412143707275,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_004_obf.sol,batch04_contract_004_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818737.4059324,2.2528817653656006,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_005_obf.sol,batch04_contract_005_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818566.1616292,2.2691848278045654,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_006_obf.sol,batch04_contract_006_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818568.4313173,2.2009332180023193,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_008_obf.sol,batch04_contract_008_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818826.9305017,2.245575189590454,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_009_obf.sol,batch04_contract_009_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818622.1299171,2.3518991470336914,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_010_obf.sol,batch04_contract_010_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818875.9038866,2.225426435470581,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_011_obf.sol,batch04_contract_011_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818896.0448217,2.3060977458953857,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_012_obf.sol,batch04_contract_012_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818893.7528443,2.2914540767669678,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_013_obf.sol,batch04_contract_013_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818771.3797941,2.2323572635650635,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_014_obf.sol,batch04_contract_014_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818728.5016165,2.287771463394165,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_015_obf.sol,batch04_contract_015_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818606.2149584,2.267749071121216,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_016_obf.sol,batch04_contract_016_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818810.3028655,2.2822582721710205,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_017_obf.sol,batch04_contract_017_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818784.9139607,2.298147439956665,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_018_obf.sol,batch04_contract_018_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818859.9393425,2.4243578910827637,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_019_obf.sol,batch04_contract_019_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818741.9230187,2.293491840362549,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_020_obf.sol,batch04_contract_020_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818599.5265067,2.236839771270752,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_021_obf.sol,batch04_contract_021_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818721.746002,2.2620909214019775,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_022_obf.sol,batch04_contract_022_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818843.2584176,2.4110045433044434,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_023_obf.sol,batch04_contract_023_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818683.2632494,2.3156814575195312,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_024_obf.sol,batch04_contract_024_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818583.9771917,2.158017635345459,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_025_obf.sol,batch04_contract_025_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818773.612608,2.317697763442993,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_026_obf.sol,batch04_contract_026_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818800.6727705,2.2232608795166016,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_027_obf.sol,batch04_contract_027_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818862.3641374,2.3443291187286377,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_028_obf.sol,batch04_contract_028_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818660.438024,2.27304744720459,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_029_obf.sol,batch04_contract_029_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818694.5867517,2.3160789012908936,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_030_obf.sol,batch04_contract_030_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818748.6030066,2.3567845821380615,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_032_obf.sol,batch04_contract_032_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818724.008672,2.2238478660583496,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_034_obf.sol,batch04_contract_034_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818778.1275434,2.284872055053711,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_036_obf.sol,batch04_contract_036_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818628.9610474,2.215397357940674,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_037_obf.sol,batch04_contract_037_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818873.604908,2.29860782623291,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_038_obf.sol,batch04_contract_038_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818559.0741746,2.5198190212249756,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_039_obf.sol,batch04_contract_039_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818726.2329378,2.2682323455810547,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_041_obf.sol,batch04_contract_041_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818891.4391134,2.3132317066192627,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_042_obf.sol,batch04_contract_042_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818852.724067,2.288580894470215,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_043_obf.sol,batch04_contract_043_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818833.8566167,2.3765759468078613,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_044_obf.sol,batch04_contract_044_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818642.4568899,2.223405599594116,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_045_obf.sol,batch04_contract_045_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818822.0609722,2.431650161743164,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_046_obf.sol,batch04_contract_046_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818592.8582065,2.18526554107666,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_049_obf.sol,batch04_contract_049_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818889.2631,2.175633668899536,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_050_obf.sol,batch04_contract_050_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818884.7933278,2.22312068939209,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_051_obf.sol,batch04_contract_051_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818831.483336,2.3728575706481934,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_052_obf.sol,batch04_contract_052_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818590.5499387,2.3078644275665283,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_053_obf.sol,batch04_contract_053_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818733.0489888,2.16691255569458,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_054_obf.sol,batch04_contract_054_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818579.482353,2.2080113887786865,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_055_obf.sol,batch04_contract_055_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818787.2125216,2.209404230117798,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_058_obf.sol,batch04_contract_058_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818730.7901843,2.258195400238037,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_059_obf.sol,batch04_contract_059_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818646.994924,2.1914496421813965,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_060_obf.sol,batch04_contract_060_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818869.1416667,2.2387704849243164,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_061_obf.sol,batch04_contract_061_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818712.7199943,2.1413283348083496,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_062_obf.sol,batch04_contract_062_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818864.7089076,2.3041670322418213,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_064_obf.sol,batch04_contract_064_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818898.3513515,2.3249566555023193,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_065_obf.sol,batch04_contract_065_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818685.5793219,2.260547637939453,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_066_obf.sol,batch04_contract_066_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818850.3275714,2.396028518676758,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_068_obf.sol,batch04_contract_068_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818572.8550456,2.2095043659210205,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_069_obf.sol,batch04_contract_069_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818633.488219,2.330517530441284,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_070_obf.sol,batch04_contract_070_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818829.1765344,2.306387424468994,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_071_obf.sol,batch04_contract_071_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818764.6581948,2.232745409011841,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_073_obf.sol,batch04_contract_073_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818753.2212284,2.277463912963867,0,,,Solc experienced a fatal error,
contracts/batch_04/obfuscated/batch04_contract_074_obf.sol,batch04_contract_074_obf.sol,mythril-0.24.8,solidity,2025/08/29,20260329_2109,1774818796.0920892,2.2933568954467773,0,,,Solc experienced a fatal error,
