filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
contracts/contract_001.sol,contract_001.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1775035223.4236407,18.815474271774292,0,,,,
contracts/contract_002.sol,contract_002.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1775201823.7735612,182.37184596061707,1,"Dependence_on_predictable_environment_variable_SWC_116,Transaction_Order_Dependence_SWC_114,Unprotected_Ether_Withdrawal_SWC_105",,,
contracts/contract_003.sol,contract_003.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1774797556.4404202,3.979052782058716,0,,,,
contracts/contract_004.sol,contract_004.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1775089164.7792425,1207.389948606491,1,Exception_State_SWC_110,,,
contracts/contract_005.sol,contract_005.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1774843719.5610852,2368.9073441028595,1,Exception_State_SWC_110,,,
contracts/contract_006.sol,contract_006.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1775128262.445149,8010.796994447708,1,"Dependence_on_predictable_environment_variable_SWC_116,Exception_State_SWC_110,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114",,,
contracts/contract_007.sol,contract_007.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1775267658.214862,7716.490578174591,1,"Exception_State_SWC_110,Transaction_Order_Dependence_SWC_114,Unprotected_Ether_Withdrawal_SWC_105",,,
contracts/contract_008.sol,contract_008.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1775145864.1273654,15.22838306427002,1,Dependence_on_predictable_environment_variable_SWC_116,,,
contracts/contract_009.sol,contract_009.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1774836479.1873775,3804.9365422725677,1,"Dependence_on_predictable_environment_variable_SWC_120,Exception_State_SWC_110,External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107",,,
contracts/contract_010.sol,contract_010.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1774876921.4626882,2328.4964587688446,1,"Exception_State_SWC_110,External_Call_To_User_Supplied_Address_SWC_107,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114,Unprotected_Ether_Withdrawal_SWC_105",,,
contracts/contract_011.sol,contract_011.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1774859976.269928,5398.898702144623,1,"Transaction_Order_Dependence_SWC_114,Unprotected_Ether_Withdrawal_SWC_105",,,
contracts/contract_012.sol,contract_012.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1775022552.0837972,1142.9114263057709,1,Unprotected_Ether_Withdrawal_SWC_105,,,
contracts/contract_013.sol,contract_013.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1774808369.5097241,1492.4888110160828,1,Exception_State_SWC_110,,,
contracts/contract_014.sol,contract_014.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1775295910.955991,3647.6323659420013,1,"External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114",,,
contracts/contract_015.sol,contract_015.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1775046317.7790644,3610.9872052669525,1,"Dependence_on_predictable_environment_variable_SWC_116,Exception_State_SWC_110",,,
contracts/contract_016.sol,contract_016.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1774793805.0107262,3751.429216146469,0,,,,
contracts/contract_017.sol,contract_017.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1774779649.0653043,3885.676223039627,0,,,,
contracts/contract_018.sol,contract_018.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1774853309.6079586,419.01498913764954,1,"Dependence_on_predictable_environment_variable_SWC_120,Exception_State_SWC_110,External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107",,,
contracts/contract_019.sol,contract_019.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1774934645.8693635,6414.1526045799255,1,"External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107",,,
contracts/contract_020.sol,contract_020.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1775083022.5056555,1988.3427965641022,1,"Dependence_on_predictable_environment_variable_SWC_116,Exception_State_SWC_110,Integer_Arithmetic_Bugs_SWC_101",,,
contracts/contract_021.sol,contract_021.sol,mythril-0.24.8,solidity,2025/08/29,20260328_1931,1774921729.1632595,6381.476181507111,1,"External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107",,,
